Sum of age,AgeGroup,Sum of approved_month,Sum of approved_year,Year,Quarter,Month,Day,Average of AverageLoan,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_Fidelity Bank,bank_name_clients_FCMB,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Sterling Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank,DefaultStatus,bank_name_clients_Unity Bank,customerid,employment_status,employment_status_clients_Permanent,employment_status_clients_Retired,employment_status_clients_Self-Employed,employment_status_clients_Student,employment_status_clients_Unemployed,Sum of latitude_gps,level_of_education_clients_Post-Graduate,level_of_education_clients_Primary,level_of_education_clients_Unknown,level_of_education_clients_Secondary,Sum of loanamount,Sum of LoanCount,LoanCountCategory,Sum of longitude_gps,Sum of Max Loan Amount,Sum of loannumber,Sum of termdays,Sum of totaldue,Sum of target,Sum of TotalLoanAmount
41.09787816563998,Middle Age (41–60),7,2017,2017,Qtr 3,July,2,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,Repaid,false,8a858e0a5668e69c01567a390d716175,Permanent,true,false,false,false,false,7.3297443,false,false,false,false,15000,3269,Very High (10+ Loans),3.8664636,58310000,5,30,18375,0,₦58310000.0
47.63039014373717,Middle Age (41–60),7,2017,2017,Qtr 3,July,2,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f585a6bfa1d015a700d765807a6,Permanent,true,false,false,false,false,9.2697493,false,false,true,false,10000,3269,Very High (10+ Loans),12.4103002,58310000,3,30,13000,0,₦58310000.0
41.40451745379877,Middle Age (41–60),7,2017,2017,Qtr 3,July,2,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f74584a54aa015862440ad90e4d,Permanent,true,false,false,false,false,6.6790043,false,false,true,false,30000,3269,Very High (10+ Loans),3.2978675,58310000,10,60,39000,0,₦58310000.0
46.71047227926078,Middle Age (41–60),7,2017,2017,Qtr 3,July,2,₦17837.26,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e005ca7abe3015ca9c692843861,Permanent,true,false,false,false,false,7.3473618,false,false,true,false,10000,3269,Very High (10+ Loans),3.871098,58310000,2,30,13000,0,₦58310000.0
47.10198494182067,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858ea8580b1fee015810374b69234f,Permanent,true,false,false,false,false,6.5107463,false,false,false,false,10000,3269,Very High (10+ Loans),3.3012845,58310000,2,30,13000,0,₦58310000.0
41.56605065023956,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f3b59eed4f10159ef5f8a814a34,Permanent,true,false,false,false,false,6.7494917,false,false,true,false,20000,3269,Very High (10+ Loans),3.454505,58310000,5,30,24500,0,₦58310000.0
47.00342231348392,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a8588dc536a14130153753dc8d32698,Unemployed,false,false,false,false,true,6.8257862,false,false,false,true,40000,3269,Very High (10+ Loans),3.4339027,58310000,17,30,44000,0,₦58310000.0
48.34770704996578,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a8589b7535abdb201535beac38a2006,Permanent,true,false,false,false,false,7.3284667,false,false,true,false,30000,3269,Very High (10+ Loans),3.8351565,58310000,15,30,34500,0,₦58310000.0
42.10540725530458,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e2155defefd0155df91c4f63ade,Permanent,true,false,false,false,false,6.6151058,false,false,true,false,40000,3269,Very High (10+ Loans),3.3596056,58310000,13,30,44000,1,₦58310000.0
46.00958247775496,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e885b68546c015b7d0f785b0e2b,Permanent,true,false,false,false,false,6.4192334,false,false,true,false,10000,3269,Very High (10+ Loans),3.4100416,58310000,3,30,13000,0,₦58310000.0
43.98083504449008,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858ece5b0142e3015b0f3accb86c5d,Permanent,true,false,false,false,false,6.4276863,false,false,true,false,20000,3269,Very High (10+ Loans),3.4189428,58310000,6,30,24500,0,₦58310000.0
42.05886379192334,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858ed159fabcd30159fb47c7062202,Permanent,true,false,false,false,false,7.3399732,false,false,true,false,10000,3269,Very High (10+ Loans),3.8780466,58310000,3,30,13000,1,₦58310000.0
43.11841204654346,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858ede5ca210f0015ca6ed01914144,Permanent,true,false,false,false,false,7.3319262,false,false,true,false,10000,3269,Very High (10+ Loans),3.8680342,58310000,2,30,13000,0,₦58310000.0
40.27104722792608,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858ef45be99ccb015bec641b5203ce,Permanent,true,false,false,false,false,6.4825393,false,false,true,false,10000,3269,Very High (10+ Loans),3.3628045,58310000,3,30,13000,0,₦58310000.0
41.91375770020534,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f255cb1710a015cb4d46c3074f7,Permanent,true,false,false,false,false,6.6006783,false,false,true,false,10000,3269,Very High (10+ Loans),3.3563854,58310000,2,30,13000,0,₦58310000.0
40.98015058179329,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e245c5f3f7c015c63d531167c8a,Permanent,true,false,false,false,false,4.9354937,false,false,true,false,10000,3269,Very High (10+ Loans),8.3305756,58310000,2,30,13000,0,₦58310000.0
45.18001368925393,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858eb45876dcc5015885b5a2c16618,Permanent,true,false,false,false,false,5.5606382,false,false,true,false,30000,3269,Very High (10+ Loans),5.8065445,58310000,9,30,34500,0,₦58310000.0
52.26283367556468,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f4e5ca72981015cabddf9582fc7,Permanent,true,false,false,false,false,6.8510027,false,false,true,false,10000,3269,Very High (10+ Loans),3.6237423,58310000,2,30,13000,1,₦58310000.0
41.60438056125941,Middle Age (41–60),7,2017,2017,Qtr 3,July,3,₦17837.26,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858fda56562f8f0156646c526f10f3,Self-Employed,false,false,true,false,false,7.4049228,false,false,true,false,30000,3269,Very High (10+ Loans),3.9322698,58310000,12,30,34500,0,₦58310000.0
42.09719370294319,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f6e5a951fc2015a9e8c2e4f4436,Permanent,true,false,false,false,false,6.6048079,false,false,true,false,20000,3269,Very High (10+ Loans),3.2932916,58310000,5,30,24500,0,₦58310000.0
45.88090349075976,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,Repaid,false,8a858fa25c120898015c15c3d3804d2a,Permanent,true,false,false,false,false,8.4774533,false,false,true,false,10000,3269,Very High (10+ Loans),4.52556,58310000,2,30,13000,0,₦58310000.0
46.72689938398357,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,Repaid,false,8a858fcf558237b40155865605853ffb,Permanent,true,false,false,false,false,6.554676,false,false,true,false,10000,3269,Very High (10+ Loans),3.3544779,58310000,3,30,13000,1,₦58310000.0
50.18206707734429,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a85895054a061920154a9c8935d351f,Permanent,true,false,false,false,false,6.59091,false,false,true,false,10000,3269,Very High (10+ Loans),3.3316383,58310000,2,30,13000,0,₦58310000.0
40.39425051334702,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e705668e16701567ab4dc885164,Self-Employed,false,false,true,false,false,9.079091,false,false,true,false,40000,3269,Very High (10+ Loans),7.4132575,58310000,11,30,44000,0,₦58310000.0
40.3586584531143,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f965c6950da015c7c981f0e13ae,Permanent,true,false,false,false,false,6.6040633,false,false,true,false,10000,3269,Very High (10+ Loans),3.3434018,58310000,2,30,13000,0,₦58310000.0
47.07186858316222,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858fe25b8c4e5c015b8ca60f8a23f6,Permanent,true,false,false,false,false,6.6065945,false,false,true,false,20000,3269,Very High (10+ Loans),3.2455415,58310000,6,30,24500,1,₦58310000.0
45.17453798767967,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a8589a453bc422d0153c82e861c34f1,Permanent,true,false,false,false,false,6.6155848,false,false,false,true,25000,3269,Very High (10+ Loans),3.3627356,58310000,4,30,28750,0,₦58310000.0
41.39630390143737,Middle Age (41–60),7,2017,2017,Qtr 3,July,4,₦17837.26,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e3e5b3ee747015b3f0a08cb34f8,Permanent,true,false,false,false,false,8.1362462,false,false,true,false,30000,3269,Very High (10+ Loans),4.2392632,58310000,7,30,34500,0,₦58310000.0
45.00752908966462,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a8588fd53c244bc0153c74fad72587f,Self-Employed,false,false,true,false,false,6.481405,false,false,true,false,30000,3269,Very High (10+ Loans),3.3033117,58310000,9,30,34500,0,₦58310000.0
45.11978097193703,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e215ca77c7f015ca8e61b12437c,Permanent,true,false,false,false,false,6.3072516,false,false,true,false,10000,3269,Very High (10+ Loans),5.6056821,58310000,2,30,13000,0,₦58310000.0
42.28610540725531,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e5f5a41b97f015a4212766e2f84,Permanent,true,false,false,false,false,7.4377675,false,false,true,false,40000,3269,Very High (10+ Loans),3.9100154,58310000,13,30,44000,0,₦58310000.0
50.5845311430527,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858eda552adcc20155538395171da2,Permanent,true,false,false,false,false,6.4286121,false,false,false,false,40000,3269,Very High (10+ Loans),3.4161038,58310000,10,60,48000,0,₦58310000.0
45.91649555099247,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f1955b1c4df0155bfb72f593c8d,Permanent,true,false,false,false,false,6.6692642,false,false,true,false,10000,3269,Very High (10+ Loans),3.5228562,58310000,3,30,13000,0,₦58310000.0
42.34907597535934,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858fa257d8223c0157e6678b8a1e8b,Permanent,true,false,false,false,false,7.444488,false,false,false,false,40000,3269,Very High (10+ Loans),3.9067463,58310000,12,60,48000,0,₦58310000.0
45.67008898015058,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858fb35a9469ec015a94f9554a5d13,Permanent,true,false,false,false,false,6.5901441,false,false,true,false,10000,3269,Very High (10+ Loans),3.2353934,58310000,4,30,13000,1,₦58310000.0
51.60027378507871,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,Repaid,false,8a858e6f5668e01701568cce2c403088,Unemployed,false,false,false,false,true,6.4617908,false,false,false,false,30000,3269,Very High (10+ Loans),3.42667,58310000,12,30,34500,0,₦58310000.0
42.34086242299794,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,Repaid,false,8a858fce5c360eb7015c37011f014b1d,Permanent,true,false,false,false,false,4.8624833,false,false,true,false,10000,3269,Very High (10+ Loans),7.0312567,58310000,2,30,13000,0,₦58310000.0
51.31006160164271,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,Repaid,false,8a858ec6560bc098015613ffe8fc317e,Self-Employed,false,false,true,false,false,6.8009133,false,false,true,false,30000,3269,Very High (10+ Loans),4.0359867,58310000,9,30,34500,0,₦58310000.0
43.1813826146475,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,Repaid,false,8a858f495a7fafc1015a806e19fd05d4,Permanent,true,false,false,false,false,6.5593252,false,false,true,false,10000,3269,Very High (10+ Loans),3.2694672,58310000,3,30,13000,0,₦58310000.0
40.7337440109514,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,Repaid,false,8a858ee75afc09f4015aff3cdad86a6f,Permanent,true,false,false,false,false,6.6121588,false,false,true,false,10000,3269,Very High (10+ Loans),3.5652896,58310000,4,30,13000,0,₦58310000.0
42.73511293634497,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e0156b782a10156c206b49d04ed,Permanent,true,false,false,false,false,6.5482963,false,false,true,false,20000,3269,Very High (10+ Loans),3.3623516,58310000,8,30,24500,0,₦58310000.0
40.30116358658453,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e0256b781d80156c166816621f9,Permanent,true,false,false,false,false,6.4964831,false,false,true,false,30000,3269,Very High (10+ Loans),3.3399435,58310000,11,30,34500,1,₦58310000.0
43.80287474332649,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e135cb22031015cbafc76964ebd,Permanent,true,false,false,false,false,6.5286039,false,false,true,false,10000,3269,Very High (10+ Loans),3.319219,58310000,2,30,13000,0,₦58310000.0
44.18343600273785,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858eb75c21a2b9015c3411a0cc281b,Permanent,true,false,false,false,false,6.5721801,false,false,true,false,10000,3269,Very High (10+ Loans),3.3662498,58310000,2,15,11500,0,₦58310000.0
45.8507871321013,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f1955b1c4df0155cfad79641b0a,Self-Employed,false,false,true,false,false,6.5300539,false,false,false,false,20000,3269,Very High (10+ Loans),3.4017392,58310000,9,30,24500,1,₦58310000.0
41.86721423682409,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f295c8d307f015c95b5b13724f7,Permanent,true,false,false,false,false,8.9167266,false,false,true,false,10000,3269,Very High (10+ Loans),7.5650486,58310000,2,30,13000,1,₦58310000.0
42.072553045859,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e6d5b62e36f015b63142f1c30e8,Permanent,true,false,false,false,false,6.8144057,false,false,true,false,20000,3269,Very High (10+ Loans),3.4354799,58310000,5,30,24500,1,₦58310000.0
44.04380561259411,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e8a5c1c14b8015c208abf11720a,Permanent,true,false,false,false,false,7.3964165,false,false,true,false,10000,3269,Very High (10+ Loans),3.9456262,58310000,3,30,13000,0,₦58310000.0
54.08624229979466,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858fe756939bbb0156b1970aae339a,Permanent,true,false,false,false,false,9.0759168,false,false,false,false,30000,3269,Very High (10+ Loans),7.4308769,58310000,6,30,34500,0,₦58310000.0
40.11498973305955,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858fb65b2020b2015b23c6042023b2,Permanent,true,false,false,false,false,7.2562259,false,false,true,false,30000,3269,Very High (10+ Loans),5.1821507,58310000,7,30,34500,0,₦58310000.0
45.40999315537303,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858ead5b66b9c1015b66cad65810c7,Permanent,true,false,false,false,false,6.6381581,false,false,true,false,20000,3269,Very High (10+ Loans),3.3688533,58310000,4,30,24500,0,₦58310000.0
40.3750855578371,Middle Age (41–60),7,2017,2017,Qtr 3,July,5,₦17837.26,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858fa25bd92c20015bda1a38cf5a24,Permanent,true,false,false,false,false,4.9358492,false,false,true,false,10000,3269,Very High (10+ Loans),6.2745432,58310000,3,30,13000,0,₦58310000.0
42.38466803559206,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,Repaid,false,8a858fc75cd62882015ce320d4b64f4d,Permanent,true,false,false,false,false,5.5649883,false,false,true,false,10000,3269,Very High (10+ Loans),5.7550617,58310000,2,30,13000,0,₦58310000.0
44.12046543463381,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,Repaid,false,8a858e0458c1f4620158d00068ba7049,Permanent,true,false,false,false,false,7.3976417,false,false,true,false,30000,3269,Very High (10+ Loans),3.8123833,58310000,8,30,34500,0,₦58310000.0
41.70020533880903,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,Repaid,false,8a858eff5b393484015b394ef3281e60,Permanent,true,false,false,false,false,4.9763485,false,false,true,false,10000,3269,Very High (10+ Loans),7.7842001,58310000,4,30,13000,1,₦58310000.0
42.6776180698152,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,Repaid,false,8a858f225c20c6c0015c20cbf6be03ba,Permanent,true,false,false,false,false,8.9994874,false,false,true,false,10000,3269,Very High (10+ Loans),7.446543,58310000,3,30,13000,0,₦58310000.0
43.07734428473648,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,Repaid,false,8a858ffa55ca72a50155e936d7ad5bf5,Permanent,true,false,false,false,false,8.4788532,false,false,true,false,30000,3269,Very High (10+ Loans),4.520708,58310000,8,30,34500,0,₦58310000.0
42.08624229979466,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,Repaid,false,8a858e5b5ca767e1015ca8a7c45543d6,Permanent,true,false,false,false,false,6.7246877,false,false,true,false,10000,3269,Very High (10+ Loans),3.3379693,58310000,2,30,13000,0,₦58310000.0
50.59548254620123,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858e995bfc46c6015bfccf20b3451c,Permanent,true,false,false,false,false,6.5383937,false,false,true,false,20000,3269,Very High (10+ Loans),3.3992175,58310000,3,30,24500,0,₦58310000.0
48.12046543463381,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858eac5b3ece95015b3ee7942e2457,Permanent,true,false,false,false,false,4.8237067,false,false,true,false,20000,3269,Very High (10+ Loans),7.0547176,58310000,5,30,24500,0,₦58310000.0
48.78028747433265,Middle Age (41–60),7,2017,2017,Qtr 3,July,6,₦17837.26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Repaid,false,8a858f2756cec0a30156cfd1af1c0216,Permanent,true,false,false,false,false,8.1560615,false,false,true,false,30000,3269,Very High (10+ Loans),4.710238,58310000,7,30,34500,0,₦58310000.0
